nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;sizePron;motVedette;hwd;pronSampa;ipa
2;măʹrgrāve;;;;n.;21.0;136;9;margrave;margrave;m A r\ g r\ eI v;mɑɹgɹeIv
3;măʹrĭgold;;;;n.;22.0;136;9;marigold;marigold;m E r\ @ g @U l d;mɛɹəgoʊld
3;marĭnāʹde;;;;n.;23.0;136;9;marinade;;;
3;māʹrĭnāte;F.;;;v.;24.0;136;9;marinate;marinate;m E r\ @ n eI t;mɛɹəneIt
2;mărĭʹne;F.;;;a.;25.0;136;7;marine;marine;m 3:r i: n;mɜ:riːn
3;măʹriner;F.;;;n.;26.0;136;8;mariner;mariner;m E r\ @ n 3:r;mɛɹənɜ:r
2;măʹrĭʹn_e_s;F.;;;n.;27.0;136;11;marines;marines;m 3:r i: n z;mɜ:riːnz
3;măʹrjŏram;L.;;;n.;28.0;136;9;marjoram;;;
3;măʹrĭtime;L.;;;a.;29.0;136;9;maritime;maritime;m E r\ @ t aI m;mɛɹətaIm
1;mmărk;;;;n.;30.0;136;5;mmark;;;
2;măʹrket;;;;n.;31.0;136;7;market;market;m A r\ k @ t;mɑɹkət
4;măʹrkĕtable;;;;a.;32.0;136;11;marketable;marketable;m A r\ k @ 4 @ b @ l;mɑɹkəɾəbəl
1;mārl;;;;n.;33.0;136;4;marl;;;
2;măʹrline;;;;n.;34.0;136;8;marline;;;
3;măʹrmĕlāʹde;F.;;;n.;35.0;136;11;marmelade;;;
4;mărmōʹrėȧn;L.;;;a.;36.0;136;10;marmorean;;;
1;măʹrmŏſet;;;;a.;37.0;136;9;marmoset;marmoset;m A r\ m @ z E t;mɑɹməzɛt
3;mărmŏʹttā;F.;;;n.;38.0;136;9;marmotta;;;
3;mărooʹning;;;;n.;39.0;136;10;marooning;;;
1;maʹrq_ue_;;;;n.;40.0;136;9;marque;marque;m A r\ k;mɑɹk
3;mărquĕtry;;nbSyll>1 et pas d'accent tonic;;n.;41.0;136;9;marquetry;;;
2;mărquis;F.;nbSyll>1 et pas d'accent tonic;;n.;42.0;136;7;marquis;marquis;m A r\ k i:;mɑɹkiː
3;măʹrquĭſāte;F.;;;n.;43.0;136;11;marquisate;;;
1;marr;;;;v.;44.0;136;4;marr;marr;m A r\;mɑɹ
3;măʹrrĭ_a_ge;F.;;;n.;45.0;136;11;marriage;marriage;m E r\ i dZ;mɛɹidZ
5;mărrĭ_a_g_e_able;F.;nbSyll>1 et pas d'accent tonic;;a.;46.0;136;16;marriageable;;;
2;măʹrro_w_;;;;n.;47.0;136;9;marrow;marrow;m E r\ @U;mɛɹoʊ
2;măʹrry;F.;;;v.;48.0;136;6;marry;marry;m E r\ i:;mɛɹiː
1;mars;;;;n.;49.0;136;4;mars;mars;m A r\ z;mɑɹz
1;marſh;;;;n.;50.0;136;5;marsh;marsh;m A r\ S;mɑɹʃ
2;măʹrſhal;F.;;;n.;51.0;136;8;marshal;marshal;m A r\ S @ l;mɑɹʃəl
3;măʹrſhălling;;;;n.;52.0;136;12;marshalling;;;
1;mărt;;;;n.;53.0;136;4;mart;mart;m A r\ t;mɑɹt
2;măʹrten;;;;n.;54.0;136;7;marten;marten;m A r\ t @ n;mɑɹtən
3;măʹrtial;;;;a.;55.0;136;8;martial;martial;m A r\ S @ l;mɑɹʃəl
2;măʹrtĭn;;;;n.;56.0;136;7;martin;martin;m A r\ t @ n;mɑɹtən
3;măʹrtĭngāle;F.;;;n.;57.0;136;11;martingale;martingale;m A r\ 4 i N eI l;mɑɹɾiŋeIl
3;mărtl_e_mas or martinmas;;nbSyll>1 et pas d'accent tonic;;n.;58.0;136;24;martlemas or martinmas;;;
2;măʹrty̆r;;;;n.;59.0;136;8;martyor;;;
3;măʹrty̆rdom;;;;n.;60.0;136;11;martyordom;;;
5;mărty̆rŏʹlŏgy;G.;;;n.;61.0;136;13;martyorology;;;
2;măʹrvel;F.;;;v.;62.0;136;7;marvel;marvel;m A r\ v @ l;mɑɹvəl
3;măʹrvĕl_o_us;;;;a.;63.0;136;12;marvelous;marvelous;m A r\ v @ l @ s;mɑɹvələs
3;măʹſcūlĭne;;;;n.;64.0;136;10;masculine;masculine;m { s k j @ l @ n;mæskjələn
1;măſh;;;;n.;65.0;136;4;mash;mash;m { S;mæʃ
1;maſk;F.;;;n.;66.0;136;4;mask;mask;m { s k;mæsk
2;măʹſon;;;;n.;67.0;136;6;mason;mason;m eI s @ n;meIsən
3;măʹsŏnry;;;;n.;68.0;136;8;masonry;masonry;m eI s @ n r\ i:;meIsənɹiː
1;măſq_ue_;F.;;;n.;69.0;136;8;masque;;;
3;măſquĕrāʹde;F.;;;n.;70.0;136;11;masquerade;masquerade;m { s k 3:r eI d;mæskɜ:reId
1;măſs;;;;n.;71.0;136;4;mass;mass;m { s;mæs
3;măſsăcr_e_;;nbSyll>1 et pas d'accent tonic;;n.;72.0;136;10;massacre;massacre;m { s @ k 3:r;mæsəkɜ:r
2;măʹſsĭve;F.;;;a.;73.0;136;8;massive;massive;m { s i v;mæsiv
1;măſt;;;;n.;2.0;137;4;mast;mast;m { s t;mæst
2;măſt_e_r;;nbSyll>1 et pas d'accent tonic;;n.;3.0;137;8;master;master;m { s t 3:r;mæstɜ:r
3;măʹſtĕrleſs;;;;a.;4.0;137;11;masterless;;;
3;măʹſtĕrly;;;;a.;5.0;137;9;masterly;masterly;m { s t 3:r l i:;mæstɜ:rliː
3;măʹſtĕrpiece;;;;n.;6.0;137;12;masterpiece;masterpiece;m { s t 3:r p i: s;mæstɜ:rpiːs
3;măʹſtĕrfhip;;;;n.;7.0;137;11;masterfhip;;;
3;măʹſtĕry;;;;n.;8.0;137;8;mastery;mastery;m { s t 3:r i:;mæstɜ:riː
3;măʹſtĭcāte;;;;v.;9.0;137;10;masticate;;;
5;măſtĭcāʹtion;;;;n.;10.0;137;12;mastication;;;
2;măʹſtĭc;G.;;;n.;11.0;137;7;mastic;;;
3;măʹſtĭcot;;;;n.;12.0;137;9;masticot;;;
2;măʹſtiff;;;;n.;13.0;137;8;mastiff;mastiff;m { s t @ f;mæstəf
1;măt;;;;n.;14.0;137;3;mat;mat;m { t;mæt
1;mătch;;;;n.;15.0;137;5;match;match;m { tS;mætS
2;măʹtchleſs;;;;a.;16.0;137;10;matchless;;;
1;māte;;;;n.;17.0;137;4;mate;mate;m eI t;meIt
4;mătĕʹrĭā;;;;n.;18.0;137;8;materia;materia;m @ t I r\ i: @;mətɪɹiːə
4;mătĕʹrĭal;;;;a.;19.0;137;9;material;material;m @ t I r\ i: @ l;mətɪɹiːəl
5;mătĕʹrĭaliſts;;;;n.;20.0;137;13;materialists;;;
6;matĕrĭaʹlĭty;;;;n.;21.0;137;12;materiality;materiality;m @ t I r\ i: { l i 4 i:;mətɪɹiːæliɾiː
4;matĕʹrĭals;L.;;;n.;22.0;137;10;materials;materials;m @ t I r\ i: @ l z;mətɪɹiːəlz
3;mătĕʹrnal;;;;a.;23.0;137;9;maternal;maternal;m @ t 3:r n @ l;mətɜ:rnəl
1;măth;;;;n.;24.0;137;4;math;math;m { T;mæθ
5;măthĕmăʹtĭcal;L.;;;a.;25.0;137;13;mathematical;mathematical;m { T @ m { 4 i k @ l;mæθəmæɾikəl
6;măthĕmătĭʹcĭan;;;;n.;26.0;137;14;mathematician;mathematician;m { T @ m @ t I S @ n;mæθəmətɪʃən
4;măthĕmăʹtics;;;;n.;27.0;137;12;mathematics;mathematics;m { T @ m { 4 i k s;mæθəmæɾiks
2;măʹtins;;;;n.;28.0;137;7;matins;;;
2;măʹtraſs;;;;n.;29.0;137;8;matrass;;;
2;măʹtrĭce;;;;n.;30.0;137;8;matrice;;;
3;măʹtrĭcīde;L.;;;n.;31.0;137;10;matricide;;;
4;măʹtrĭcĭ_o_us;;;;a.;32.0;137;13;matricious;;;
4;mătrĭʹcŭlar;L.;;;n.;33.0;137;11;matricular;;;
4;mătrĭʹcŭlāte;L.;;;v.;34.0;137;12;matriculate;;;
6;mătrĭcŭlāʹtion;;;;n.;35.0;137;14;matriculation;;;
5;mătrĭmōʹnĭal;L.;;;a.;36.0;137;12;matrimonial;matrimonial;m { t r\ @ m @U n i: @ l;mætɹəmoʊniːəl
4;măʹtrĭmŏny;L.;;;n.;37.0;137;10;matrimony;matrimony;m { t r\ @ m @U n i:;mætɹəmoʊniː
2;māʹtron;L.;;;n.;38.0;137;7;matron;matron;m eI t r\ @ n;meItɹən
3;mătrŏʹſſes;;;;n.;39.0;137;10;matrosses;;;
2;măʹtted;;;;a.;40.0;137;7;matted;;;
2;mătt_e_r;;nbSyll>1 et pas d'accent tonic;;n.;41.0;137;8;matter;matter;m { 4 3:r;mæɾɜ:r
2;măʹttoc;;;;n.;42.0;137;7;mattoc;;;
2;măʹttreſs;;;;n.;43.0;137;9;mattress;mattress;m { t r\ @ s;mætɹəs
5;mātūrāʹtion;L.;;;n.;44.0;137;11;maturation;maturation;m { tS 3:r eI S @ n;mætSɜ:reIʃən
2;māʹtūre;;;;a.;45.0;137;7;mature;mature;m @ tS U r\;mətSʊɹ
4;mātūʹrĭty;L.;;;n.;46.0;137;9;maturity;maturity;m @ tS U r\ @ 4 i:;mətSʊɹəɾiː
2;mauʹdlin;;;;a.;47.0;137;8;maudlin;maudlin;m O: d l i n;mOːdlin
2;mauʹgre;F.;;;p.;48.0;137;7;maugre;;;
2;māʹvis;F.;;;n.;49.0;137;6;mavis;mavis;m eI v i s;meIvis
2;mauʹlkin;;;;n.;50.0;137;8;maulkin;;;
2;mauʹlſtic;;;;n.;51.0;137;9;maulstic;;;
1;maund;;;;n.;52.0;137;5;maund;maund;m O: n d;mOːnd
2;mauʹnd_e_r;;;;v.;53.0;137;10;maunder;;;
2;mauʹndy;;;;n.;54.0;137;7;maundy;;;
4;maufoʹlėu̇m;;;;n.;55.0;137;11;maufoleuom;;;
1;māw;;;;n.;56.0;137;3;maw;maw;m O:;mOː
2;maʹwkiſh;;;;a.;57.0;137;8;mawkish;mawkish;m O: k i S;mOːkiʃ
1;mawks;;;;n.;58.0;137;5;mawks;;;
3;măxĭʹllā;;;;n.;59.0;137;8;maxilla;maxilla;m { k s I l @;mæksɪlə
2;măʹxim;L.;;;n.;60.0;137;6;maxim;maxim;m { k s @ m;mæksəm
1;may;;;;n.;61.0;137;3;may;may;m eI;meI
2;maʹyor;;;;n.;62.0;137;6;mayor;mayor;m eI 3:r;meIɜ:r
4;măʹyŏrălty;;;;n.;63.0;137;10;mayoralty;mayoralty;m eI 3:r @ l t i:;meIɜ:rəltiː
3;măzăriʹne;;;;n.;64.0;137;9;mazarine;;;
3;măzăriʹn_e_s;;;;n.;65.0;137;12;mazarines;;;
1;māze;;;;n.;66.0;137;4;maze;maze;m eI z;meIz
2;māʹz_e_r;;;;n.;67.0;137;8;mazer;mazer;m eI z 3:r;meIzɜ:r
3;măʹzzăroth;;;;n.;68.0;137;10;mazzaroth;;;
1;mead;;;;n.;69.0;137;4;mead;mead;m i: d;miːd
2;meaʹdo_w_;;;;n.;70.0;137;9;meadow;meadow;m E d @U;mɛdoʊ
3;meaʹgrĕneſs;F.;;;n.;71.0;137;11;meagreness;;;
2;meaʹgre;F.;;;a.;72.0;137;7;meagre;meagre;m i: g 3:r;miːgɜ:r
1;meal;;;;n.;73.0;137;4;meal;meal;m i: l;miːl
2;meaʹly;;;;a.;2.0;138;6;mealy;mealy;m i: l i:;miːliː
1;mean;;;;n.;3.0;138;4;mean;mean;m i: n;miːn
3;mēăʹnd_e_rs;;;;n.;4.0;138;11;meanders;meanders;m i: { n d 3:r z;miːændɜ:rz
3;meaʹning;;;;n.;5.0;138;8;meaning;meaning;m i: n i N;miːniŋ
1;means;;;;n.;6.0;138;5;means;means;m i: n z;miːnz
1;mear;;;;n.;7.0;138;4;mear;mear;m I r\;mɪɹ
1;mearl;;;;n.;8.0;138;5;mearl;;;
1;meaſe;;;;n.;9.0;138;5;mease;mease;m i: z;miːz
2;meaʹſles;;;;n.;10.0;138;8;measles;measles;m i: z @ l z;miːzəlz
4;meaʹsūrable;L.;;;a.;11.0;138;11;measurable;measurable;m E Z 3:r @ b @ l;mɛʒɜ:rəbəl
2;meaʹsure;;;;n.;12.0;138;8;measure;measure;m E Z 3:r;mɛʒɜ:r
1;meat;;;;n.;13.0;138;4;meat;meat;m i: t;miːt
3;meaʹwing;;;;n.;14.0;138;8;meawing;;;
4;mĕc_h_ăʹnical;;;;a.;15.0;138;13;mechanical;mechanical;m @ k { n i k @ l;məkænikəl
3;mec_h_ăʹnic;;;;n.;16.0;138;11;mechanic;mechanic;m @ k { n i k;məkænik
3;mĕʹc_h_ăniſm;;;;n.;17.0;138;12;mechanism;mechanism;m E k @ n I z @ m;mɛkənɪzəm
3;mĕc_h_ăʹnics;;;;n.;18.0;138;12;mechanics;mechanics;m @ k { n i k s;məkæniks
2;mĕʹdal;F.;;;n.;19.0;138;6;medal;medal;m E 4 @ l;mɛɾəl
3;medăʹllĭon;F.;;;n.;20.0;138;10;medallion;medallion;m @ d { l j @ n;mədæljən
2;mĕʹddle;;;;v.;21.0;138;7;meddle;meddle;m E 4 @ l;mɛɾəl
3;mĕʹdĭal;L.;;;a.;22.0;138;7;medial;medial;m i: 4 i: @ l;miːɾiːəl
3;mĕʹdĭāte;L.;;;v.;23.0;138;8;mediate;mediate;m i: 4 i: eI t;miːɾiːeIt
5;mĕdĭāʹtion;L.;;;n.;24.0;138;10;mediation;mediation;m i: 4 i: eI S @ n;miːɾiːeIʃən
4;mĕdĭāʹtor;F.;;;n.;25.0;138;9;mediator;mediator;m i: 4 i: eI 4 3:r;miːɾiːeIɾɜ:r
6;mĕdĭatōʹrial;L.;;;a.;26.0;138;12;mediatorial;;;
4;mĕdĭāʹtrix;;;;n.;27.0;138;10;mediatrix;;;
4;mĕʹdĭcăment;L.;;;n.;28.0;138;11;medicament;;;
4;mĕdĭcăʹſt_e_r;L.;;;n.;29.0;138;13;medicaster;;;
4;mĕdĭʹcĭnal;L.;;;a.;30.0;138;10;medicinal;medicinal;m @ d I s @ n @ l;mədɪsənəl
3;mĕʹdicĭne;L.;;;n.;31.0;138;9;medicine;medicine;m E 4 @ s @ n;mɛɾəsən
5;mĕdĭŏʹcrĭty;L.;;;n.;32.0;138;11;mediocrity;mediocrity;m i: 4 i: A k r\ @ 4 i:;miːɾiːɑkɹəɾiː
3;mĕʹdĭtāte;L.;;;v.;33.0;138;9;meditate;meditate;m E 4 @ t eI t;mɛɾəteIt
5;mĕdĭtāʹtion;F.;;;n.;34.0;138;11;meditation;meditation;m E 4 @ t eI S @ n;mɛɾəteIʃən
4;mĕʹdĭtătive;;;;a.;35.0;138;11;meditative;meditative;m E 4 @ t eI 4 i v;mɛɾəteIɾiv
6;mĕdĭtĕrrāʹnėȧn;;;;n.;36.0;138;14;mediterranean;mediterranean;m E 4 @ 4 3:r eI n i: @ n;mɛɾəɾɜ:reIniːən
3;mēʹdĭum;L.;;;n.;37.0;138;7;medium;medium;m i: 4 i: @ m;miːɾiːəm
2;mĕʹdlar;;;;n.;38.0;138;7;medlar;medlar;m E d l 3:r;mɛdlɜ:r
2;mĕʹdler;;;;n.;39.0;138;7;medler;medler;m E d l 3:r;mɛdlɜ:r
2;mĕʹdley;;;;n.;40.0;138;7;medley;medley;m E d l i:;mɛdliː
4;medŭʹllăry;L.;;;a.;41.0;138;10;medullary;;;
1;meek;;;;a.;42.0;138;4;meek;meek;m i: k;miːk
2;meeʹkneſs;;;;n.;43.0;138;9;meekness;;;
1;meen;F.;;;n.;44.0;138;4;meen;;;
1;meer;;;;a.;45.0;138;4;meer;meer;m i: 3:r;miːɜ:r
1;meet;;;;a.;46.0;138;4;meet;meet;m i: t;miːt
2;meeʹtneſs;;;;n.;47.0;138;9;meetness;;;
2;mēʹgrim;;;;n.;48.0;138;7;megrim;;;
2;mēʹlā;;;;n.;49.0;138;5;mela;;;
4;mĕlănc_h_ŏlic;;nbSyll>1 et pas d'accent tonic;;a.;50.0;138;13;melancholic;melancholic;m E l @ n k A l i k;mɛlənkɑlik
4;mĕʹlănc_h_ŏly;G.;;;n.;51.0;138;13;melancholy;melancholy;m E l @ n k A l i:;mɛlənkɑliː
3;melăʹſſes;;;;n.;52.0;138;9;melasses;;;
3;mĕʹlĭlot;G.;;;n.;53.0;138;8;melilot;;;
4;mĕʹlĭŏrāte;L.;;;v.;54.0;138;10;meliorate;;;
3;melīʹtès;;;;n.;55.0;138;8;melites;;;
3;mĕʹlle_o_us;;;;a.;56.0;138;11;melleous;;;
4;mĕllĭʹfĕrous;L.;;;a.;57.0;138;12;melliferous;;;
4;mĕllĭʹflūĕnt;L.;;;a.;58.0;138;12;mellifluent;;;
2;mĕʹllo_w_;;;;n.;59.0;138;9;mellow;mellow;m E l @U;mɛloʊ
4;melōʹdĭ_o_us;L.;;;a.;60.0;138;12;melodious;melodious;m @ l @U 4 i: @ s;məloʊɾiːəs
3;mĕʹlŏdy;L.;;;n.;61.0;138;7;melody;melody;m E l @ 4 i:;mɛləɾiː
2;mĕʹlon;F.;;;n.;62.0;138;6;melon;melon;m E l @ n;mɛlən
4;mĕlpŏʹmĕnè;;;;n.;63.0;138;10;melpomene;;;
1;mĕlt;;;;v.;64.0;138;4;melt;melt;m E l t;mɛlt
2;mĕʹmb_e_r;F.;;;n.;65.0;138;9;member;member;m E m b 3:r;mɛmbɜ:r
2;mĕʹmbrāne;L.;;;n.;66.0;138;9;membrane;membrane;m E m b r\ eI n;mɛmbɹeIn
4;mĕmbrāʹne_o_us;L.;;;a.;67.0;138;14;membraneous;;;
3;mĕmbrĕʹtto;;;;n.;68.0;138;10;membretto;;;
3;memĕʹntо;L.;;;n.;69.0;138;8;memento;memento;m i m E n t @U;mimɛntoʊ
2;mĕmoiʹrs;;;;n.;70.0;138;8;memoirs;memoirs;m E m w A r\ z;mɛmwɑɹz
4;mĕmŏrable;;nbSyll>1 et pas d'accent tonic;;a.;71.0;138;9;memorable;memorable;m E m 3:r @ b @ l;mɛmɜ:rəbəl
4;mĕmŏrăʹndum;L.;;;n.;72.0;138;11;memorandum;memorandum;m E m 3:r { n d @ m;mɛmɜ:rændəm
4;memōʹrĭal;L.;;;n.;73.0;138;9;memorial;memorial;m @ m O: r\ i: @ l;məmOːɹiːəl
3;mĕʹmŏry;L.;;;n.;2.0;139;7;memory;memory;m E m 3:r i:;mɛmɜ:riː
2;mĕʹnăce;F.;;;v.;3.0;139;7;menace;menace;m E n @ s;mɛnəs
1;mĕnd;;;;v.;4.0;139;4;mend;mend;m E n d;mɛnd
3;mĕʹndĭcănt;L.;;;n.;5.0;139;10;mendicant;;;
3;meʹnĭal;L.;;;a.;6.0;139;7;menial;menial;m i: n i: @ l;miːniːəl
3;menĭʹngès;G.;;;n.;7.0;139;9;meninges;;;
2;mĕʹnſes;L.;;;n.;8.0;139;7;menses;;;
3;mĕʹnſtrū_o_us;L.;;;a.;9.0;139;13;menstruous;;;
3;mĕʹnſtrūŭm;L.;;;n.;10.0;139;10;menstruum;;;
4;mĕʹnsūrable;L.;;;a.;11.0;139;11;mensurable;;;
5;mĕnsŭrāʹtion;L.;;;n.;12.0;139;12;mensuration;;;
2;mĕʹntal;;;;a.;13.0;139;7;mental;mental;m E n t @ l;mɛntəl
3;mĕʹntion;;;;v.;14.0;139;8;mention;mention;m E n S @ n;mɛnʃən
3;mĕʹrcăntile;F.;;;a.;15.0;139;11;mercantile;mercantile;m 3:r k @ n t aI l;mɜ:rkəntaIl
4;mĕʹrcĕnăry;L.;;;n.;16.0;139;10;mercenary;mercenary;m 3:r s @ n E r\ i:;mɜ:rsənɛɹiː
2;mĕʹrcer;F.;;;n.;17.0;139;7;mercer;mercer;m 3:r s 3:r;mɜ:rsɜ:r
3;mĕʹrchăndīſe;F.;;;n.;18.0;139;12;merchandise;merchandise;m 3:r tS @ n d aI z;mɜ:rtSəndaIz
2;mĕʹrchănt;F.;;;n.;19.0;139;9;merchant;merchant;m 3:r tS @ n t;mɜ:rtSənt
3;mĕʹrcĭful;;;;a.;20.0;139;9;merciful;merciful;m 3:r s i f @ l;mɜ:rsifəl
3;mĕʹrcĭleſs;;;;a.;21.0;139;10;merciless;merciless;m 3:r s @ l @ s;mɜ:rsələs
4;mĕrcūʹrĭal;;;;a.;22.0;139;10;mercurial;mercurial;m 3:r k j U r\ i: @ l;mɜ:rkjʊɹiːəl
3;mĕʹrcŭry;;;;n.;23.0;139;8;mercury;mercury;m 3:r k j 3:r i:;mɜ:rkjɜ:riː
2;mĕʹrcy;F.;;;n.;24.0;139;6;mercy;mercy;m 3:r s i:;mɜ:rsiː
5;merĕtrĭʹcĭ_o_us;L.;;;a.;25.0;139;15;meretricious;;;
4;merĭʹdĭan;;;;n.;26.0;139;9;meridian;meridian;m 3:r I 4 i: @ n;mɜ:rɪɾiːən
5;medĭʹdĭŏnal;F.;;;a.;27.0;139;11;medidional;;;
2;mĕʹrit;L.;;;n.;28.0;139;6;merit;merit;m E r\ @ t;mɛɹət
5;merĭtōʹrĭ_o_us;L.;;;a.;29.0;139;14;meritorious;meritorious;m E r\ @ t O: r\ i: @ s;mɛɹətOːɹiːəs
2;mĕʹrlon;F.;;;n.;30.0;139;7;merlon;;;
3;mĕʹrrĭment;;;;n.;31.0;139;10;merriment;;;
2;mĕʹrry;;;;a.;32.0;139;6;merry;merry;m E r\ i:;mɛɹiː
4;mesĕʹntĕry;G.;;;n.;33.0;139;10;mesentery;;;
2;mĕʹſlin;;;;n.;34.0;139;7;meslin;;;
1;meſne;;;;n.;35.0;139;5;mesne;;;
1;mĕſs;;;;n.;36.0;139;4;mess;mess;m E s;mɛs
2;mĕʹſſage;F.;;;n.;37.0;139;8;message;message;m E s @ dZ;mɛsədZ
3;mĕʹſsĕnger;F.;;;n.;38.0;139;10;messenger;messenger;m E s @ n dZ 3:r;mɛsəndZɜ:r
3;meſsīʹāh;;;;n.;39.0;139;8;messiah;messiah;m @ s aI @;məsaIə
2;mĕſsĭeuʹrs;F.;;;n.;40.0;139;10;messieurs;;;
3;mĕʹſsŭage;;;;n.;41.0;139;9;messuage;;;
3;meſtīʹzos;;;;n.;42.0;139;9;mestizos;;;
2;mĕʹtal;;;;n.;43.0;139;6;metal;metal;m E 4 @ l;mɛɾəl
4;metălĕʹpſis;;;;n.;44.0;139;11;metalepsis;;;
3;metăʹllic;;;;a.;45.0;139;9;metallic;metallic;m @ t { l i k;mətælik
3;mĕʹtălliſt;;;;n.;46.0;139;10;metallist;;;
4;mĕtăllŭʹrgy;G.;;;n.;47.0;139;11;metallurgy;metallurgy;m E 4 @ l 3:r dZ i:;mɛɾəlɜ:rdZiː
4;mĕtămŏʹrphōze;;;;v.;48.0;139;13;metamorphoze;;;
5;mĕtămŏʹrphŏſis;G.;;;n.;49.0;139;14;metamorphosis;metamorphosis;m E 4 @ m O: r\ f @ s @ s;mɛɾəmOːɹfəsəs
3;mĕʹtăphŏr;G.;;;n.;50.0;139;9;metaphor;metaphor;m E 4 @ f O: r\;mɛɾəfOːɹ
5;mĕtăphōʹrĭcal;;;;a.;51.0;139;13;metaphorical;metaphorical;m E 4 @ f O: r\ i k @ l;mɛɾəfOːɹikəl
4;metăʹphrăſis;G.;;;n.;52.0;139;12;metaphrasis;;;
3;mĕʹtăphrăſt;G.;;;n.;53.0;139;11;metaphrast;;;
5;mĕtăphy̆ʹsĭcal;;;;a.;54.0;139;14;metaphyosical;;;
4;mĕtăphiſy̆cs;G.;nbSyll>1 et pas d'accent tonic;;n.;55.0;139;12;metaphisyocs;;;
1;mete;L.;;;v.;56.0;139;4;mete;mete;m i: t;miːt
5;metĕmpsy̆chōʹſis;G.;;;n.;57.0;139;16;metempsyochosis;;;
3;mĕʹtĕors;G.;;;n.;58.0;139;8;meteors;meteors;m i: 4 i: 3:r z;miːɾiːɜ:rz
3;methĕʹglin;L.;;;n.;59.0;139;10;metheglin;;;
2;mĕʹthod;G.;;;n.;60.0;139;7;method;method;m E T @ d;mɛθəd
4;mĕthōʹdĭcal;;;;a.;61.0;139;11;methodical;methodical;m @ T A 4 @ k @ l;məθɑɾəkəl
3;mĕʹthŏdīſe;;;;v.;62.0;139;10;methodise;;;
3;mĕʹthŏdiſt;;;;n.;63.0;139;10;methodist;methodist;m E T @ 4 @ s t;mɛθəɾəst
5;metŏny̆ʹmical;;;;a.;64.0;139;13;metonyomical;;;
4;mĕtŏʹny̆my;;;;n.;65.0;139;10;metonyomy;;;
2;mĕʹtope;G.;;;n.;66.0;139;7;metope;;;
2;mēʹtre;G.;;;n.;67.0;139;6;metre;;;
4;metrŏʹpŏlis;G.;;;n.;68.0;139;11;metropolis;metropolis;m @ t r\ A p @ l @ s;mətɹɑpələs
5;mĕtrŏpŏʹlĭtan;;;;a.;69.0;139;13;metropolitan;metropolitan;m E t r\ @ p A l @ t @ n;mɛtɹəpɑlətən
2;mĕʹttle;;;;n.;70.0;139;7;mettle;mettle;m E 4 @ l;mɛɾəl
4;mĕʹttl_e_sŏme;;;;a.;71.0;139;13;mettlesome;;;
4;mĕtzŏtĭʹnto;;;;n.;72.0;139;11;metzotinto;;;
1;mew;;;;n.;73.0;139;3;mew;mew;m j u;mju
1;mīce;;;;n.;2.0;140;4;mice;mice;m aI s;maIs
3;mĭc_h__a_ĕlmas;;nbSyll>1 et pas d'accent tonic;;n.;3.0;140;14;michaelmas;;;
2;mĭckle;;nbSyll>1 et pas d'accent tonic;;a.;4.0;140;6;mickle;mickle;m I k @ l;mɪkəl
3;mĭʹcrŏcoſm;G.;;;n.;5.0;140;10;microcosm;microcosm;m aI k r\ @ k A z @ m;maIkɹəkɑzəm
3;mĭʹcrŏſcōpe;G.;;;n.;6.0;140;11;microscope;microscope;m aI k r\ @ s k @U p;maIkɹəskoʊp
2;mĭʹdday;;;;n.;7.0;140;7;midday;midday;m I d d eI;mɪddeI
1;mĭʹddle;;;;n.;8.0;140;7;middle;middle;m I 4 @ l;mɪɾəl
2;mĭʹddling;;;;a.;9.0;140;9;middling;middling;m I 4 @ l i N;mɪɾəliŋ
2;miʹdriff;;;;n.;10.0;140;8;midriff;;;
3;mĭʹdſhĭpmen;;;;n.;11.0;140;11;midshipmen;midshipmen;m I d S I p m E n;mɪdʃɪpmɛn
3;mĭdsŭmmer;;nbSyll>1 et pas d'accent tonic;;n.;12.0;140;9;midsummer;midsummer;m I d s V m 3:r;mɪdsʌmɜ:r
2;mĭʹdwīfe;;;;n.;13.0;140;8;midwife;midwife;m I d w aI f;mɪdwaIf
1;mī_gh_t;;;;n.;14.0;140;7;might;might;m aI t;maIt
2;mī_gh_ty;;nbSyll>1 et pas d'accent tonic;;a.;15.0;140;8;mighty;mighty;m aI 4 i:;maIɾiː
4;mĭgrāʹtion;L.;;;n.;16.0;140;10;migration;migration;m aI g r\ eI S @ n;maIgɹeIʃən
1;mĭlc_h_;;;;a.;17.0;140;7;milch;milch;m I l tS;mɪltS
1;mīld;;;;a.;18.0;140;4;mild;mild;m aI l d;maIld
2;mĭʹldew;;;;n.;19.0;140;7;mildew;mildew;m I l d u;mɪldu
1;mīle;L.;;;n.;20.0;140;4;mile;mile;m aI l;maIl
2;mĭʹlfoil;L.;;;n.;21.0;140;8;milfoil;;;
4;mĭʹlĭăry;;;;n.;22.0;140;8;miliary;;;
3;mĭʹlĭtănt;;;;a.;23.0;140;9;militant;militant;m I l @ t @ n t;mɪlətənt
4;mĭʹlĭtăry;L.;;;n.;24.0;140;9;military;military;m I l @ t E r\ i:;mɪlətɛɹiː
4;mĭlĭʹtiā;L.;;;n.;25.0;140;8;militia;militia;m @ l I S @;məlɪʃə
1;mĭlk;;;;n.;26.0;140;4;milk;milk;m I l k;mɪlk
